Local Time (Sensor),Date,Time,countlineName,direction,Car,Pedestrian,Cyclist,Motorbike,Bus,OGV1,OGV2,LGV
04/09/2019 02:00,04/09/2019,02:00:00,S16_PerneRoad_CAM003,in,13,0,1,0,0,1,0,1
04/09/2019 02:00,04/09/2019,02:00:00,S16_PerneRoad_CAM003,out,14,3,0,0,0,0,0,2
04/09/2019 03:00,04/09/2019,03:00:00,S16_PerneRoad_CAM003,in,8,0,0,0,0,0,1,1
04/09/2019 03:00,04/09/2019,03:00:00,S16_PerneRoad_CAM003,out,21,0,0,0,1,1,0,2
04/09/2019 04:00,04/09/2019,04:00:00,S16_PerneRoad_CAM003,in,31,0,0,1,0,2,2,4
04/09/2019 04:00,04/09/2019,04:00:00,S16_PerneRoad_CAM003,out,16,1,1,0,2,1,0,2
04/09/2019 05:00,04/09/2019,05:00:00,S16_PerneRoad_CAM003,in,61,0,1,0,0,0,1,4
04/09/2019 05:00,04/09/2019,05:00:00,S16_PerneRoad_CAM003,out,77,0,2,0,0,1,0,8
04/09/2019 06:00,04/09/2019,06:00:00,S16_PerneRoad_CAM003,in,206,7,12,2,5,5,2,37
04/09/2019 06:00,04/09/2019,06:00:00,S16_PerneRoad_CAM003,out,296,16,8,1,4,6,0,23
04/09/2019 07:00,04/09/2019,07:00:00,S16_PerneRoad_CAM003,in,393,3,19,7,6,2,1,82
04/09/2019 07:00,04/09/2019,07:00:00,S16_PerneRoad_CAM003,out,663,35,59,8,7,14,1,128
04/09/2019 08:00,04/09/2019,08:00:00,S16_PerneRoad_CAM003,in,524,13,52,3,5,3,5,77
04/09/2019 08:00,04/09/2019,08:00:00,S16_PerneRoad_CAM003,out,668,96,131,9,7,8,3,81
04/09/2019 09:00,04/09/2019,09:00:00,S16_PerneRoad_CAM003,in,561,7,20,4,4,15,3,93
04/09/2019 09:00,04/09/2019,09:00:00,S16_PerneRoad_CAM003,out,540,49,18,6,9,3,0,115
04/09/2019 10:00,04/09/2019,10:00:00,S16_PerneRoad_CAM003,in,569,7,22,2,10,18,4,92
04/09/2019 10:00,04/09/2019,10:00:00,S16_PerneRoad_CAM003,out,471,44,42,7,10,12,3,103
04/09/2019 11:00,04/09/2019,11:00:00,S16_PerneRoad_CAM003,in,555,3,13,1,8,9,2,96
04/09/2019 11:00,04/09/2019,11:00:00,S16_PerneRoad_CAM003,out,534,22,14,0,7,15,4,107
04/09/2019 12:00,04/09/2019,12:00:00,S16_PerneRoad_CAM003,in,508,6,21,2,4,9,2,98
04/09/2019 12:00,04/09/2019,12:00:00,S16_PerneRoad_CAM003,out,575,23,9,8,8,8,4,109
04/09/2019 13:00,04/09/2019,13:00:00,S16_PerneRoad_CAM003,in,480,11,14,2,4,11,0,81
04/09/2019 13:00,04/09/2019,13:00:00,S16_PerneRoad_CAM003,out,587,27,22,8,12,3,0,100
04/09/2019 14:00,04/09/2019,14:00:00,S16_PerneRoad_CAM003,in,548,9,33,4,10,9,1,120
04/09/2019 14:00,04/09/2019,14:00:00,S16_PerneRoad_CAM003,out,621,22,25,2,6,6,1,68
04/09/2019 15:00,04/09/2019,15:00:00,S16_PerneRoad_CAM003,in,575,29,78,6,12,5,2,98
04/09/2019 15:00,04/09/2019,15:00:00,S16_PerneRoad_CAM003,out,621,22,43,10,5,11,1,87
04/09/2019 16:00,04/09/2019,16:00:00,S16_PerneRoad_CAM003,in,620,14,50,5,8,3,0,79
04/09/2019 16:00,04/09/2019,16:00:00,S16_PerneRoad_CAM003,out,576,26,27,10,10,3,0,59
04/09/2019 17:00,04/09/2019,17:00:00,S16_PerneRoad_CAM003,in,614,21,89,4,5,2,1,47
04/09/2019 17:00,04/09/2019,17:00:00,S16_PerneRoad_CAM003,out,660,39,31,9,8,0,4,47
04/09/2019 18:00,04/09/2019,18:00:00,S16_PerneRoad_CAM003,in,616,26,88,13,7,2,1,36
04/09/2019 18:00,04/09/2019,18:00:00,S16_PerneRoad_CAM003,out,606,40,40,7,5,2,0,44
04/09/2019 19:00,04/09/2019,19:00:00,S16_PerneRoad_CAM003,in,501,14,55,14,8,1,0,49
04/09/2019 19:00,04/09/2019,19:00:00,S16_PerneRoad_CAM003,out,530,41,24,8,3,0,0,23
04/09/2019 20:00,04/09/2019,20:00:00,S16_PerneRoad_CAM003,in,339,5,13,3,2,2,0,22
04/09/2019 20:00,04/09/2019,20:00:00,S16_PerneRoad_CAM003,out,392,24,6,10,8,0,0,10
04/09/2019 21:00,04/09/2019,21:00:00,S16_PerneRoad_CAM003,in,278,2,9,10,2,3,2,21
04/09/2019 21:00,04/09/2019,21:00:00,S16_PerneRoad_CAM003,out,310,27,13,8,1,2,0,10
04/09/2019 22:00,04/09/2019,22:00:00,S16_PerneRoad_CAM003,in,166,4,5,4,2,3,1,7
04/09/2019 22:00,04/09/2019,22:00:00,S16_PerneRoad_CAM003,out,178,12,3,6,3,2,0,8
04/09/2019 23:00,04/09/2019,23:00:00,S16_PerneRoad_CAM003,in,91,0,4,5,1,0,0,7
04/09/2019 23:00,04/09/2019,23:00:00,S16_PerneRoad_CAM003,out,93,9,1,3,2,0,0,3
05/09/2019 00:00,05/09/2019,00:00:00,S16_PerneRoad_CAM003,in,43,0,2,1,1,3,0,4
05/09/2019 00:00,05/09/2019,00:00:00,S16_PerneRoad_CAM003,out,41,4,1,0,0,0,0,4
05/09/2019 01:00,05/09/2019,01:00:00,S16_PerneRoad_CAM003,in,20,0,2,1,0,0,1,1
05/09/2019 01:00,05/09/2019,01:00:00,S16_PerneRoad_CAM003,out,22,2,0,0,0,1,0,3
05/09/2019 02:00,05/09/2019,02:00:00,S16_PerneRoad_CAM003,in,12,0,0,1,0,2,1,2
05/09/2019 02:00,05/09/2019,02:00:00,S16_PerneRoad_CAM003,out,9,0,1,1,1,2,0,3
05/09/2019 03:00,05/09/2019,03:00:00,S16_PerneRoad_CAM003,in,17,0,1,0,0,1,0,3
05/09/2019 03:00,05/09/2019,03:00:00,S16_PerneRoad_CAM003,out,16,0,0,0,1,1,0,1
05/09/2019 04:00,05/09/2019,04:00:00,S16_PerneRoad_CAM003,in,22,0,2,1,0,0,0,3
05/09/2019 04:00,05/09/2019,04:00:00,S16_PerneRoad_CAM003,out,13,2,1,0,0,0,0,4
05/09/2019 05:00,05/09/2019,05:00:00,S16_PerneRoad_CAM003,in,64,0,4,2,0,3,0,8
05/09/2019 05:00,05/09/2019,05:00:00,S16_PerneRoad_CAM003,out,86,3,1,1,0,2,0,9
05/09/2019 06:00,05/09/2019,06:00:00,S16_PerneRoad_CAM003,in,177,5,14,8,4,6,2,35
05/09/2019 06:00,05/09/2019,06:00:00,S16_PerneRoad_CAM003,out,289,29,21,2,6,5,4,39
05/09/2019 07:00,05/09/2019,07:00:00,S16_PerneRoad_CAM003,in,391,7,29,8,5,6,2,66
05/09/2019 07:00,05/09/2019,07:00:00,S16_PerneRoad_CAM003,out,670,74,52,7,6,9,3,109
05/09/2019 08:00,05/09/2019,08:00:00,S16_PerneRoad_CAM003,in,553,13,45,7,3,12,3,68
05/09/2019 08:00,05/09/2019,08:00:00,S16_PerneRoad_CAM003,out,678,114,109,9,8,9,1,94
05/09/2019 09:00,05/09/2019,09:00:00,S16_PerneRoad_CAM003,in,551,6,28,3,9,10,1,95
05/09/2019 09:00,05/09/2019,09:00:00,S16_PerneRoad_CAM003,out,495,32,37,2,13,5,2,76
05/09/2019 10:00,05/09/2019,10:00:00,S16_PerneRoad_CAM003,in,523,7,15,0,5,6,5,102
05/09/2019 10:00,05/09/2019,10:00:00,S16_PerneRoad_CAM003,out,487,24,15,1,9,7,2,99
05/09/2019 11:00,05/09/2019,11:00:00,S16_PerneRoad_CAM003,in,532,3,11,1,8,10,1,85
05/09/2019 11:00,05/09/2019,11:00:00,S16_PerneRoad_CAM003,out,563,22,3,2,8,15,2,96
05/09/2019 12:00,05/09/2019,12:00:00,S16_PerneRoad_CAM003,in,513,8,19,0,6,8,0,100
05/09/2019 12:00,05/09/2019,12:00:00,S16_PerneRoad_CAM003,out,579,29,6,4,8,3,2,94
05/09/2019 13:00,05/09/2019,13:00:00,S16_PerneRoad_CAM003,in,521,5,19,1,5,10,0,105
05/09/2019 13:00,05/09/2019,13:00:00,S16_PerneRoad_CAM003,out,559,24,14,7,11,5,2,103
05/09/2019 14:00,05/09/2019,14:00:00,S16_PerneRoad_CAM003,in,515,13,39,5,9,8,1,110
05/09/2019 14:00,05/09/2019,14:00:00,S16_PerneRoad_CAM003,out,569,23,40,5,8,4,2,111
05/09/2019 15:00,05/09/2019,15:00:00,S16_PerneRoad_CAM003,in,583,26,78,6,8,4,1,80
05/09/2019 15:00,05/09/2019,15:00:00,S16_PerneRoad_CAM003,out,639,18,49,11,13,5,2,84
05/09/2019 16:00,05/09/2019,16:00:00,S16_PerneRoad_CAM003,in,592,12,54,4,9,9,0,88
05/09/2019 16:00,05/09/2019,16:00:00,S16_PerneRoad_CAM003,out,579,21,32,8,8,6,2,69
05/09/2019 17:00,05/09/2019,17:00:00,S16_PerneRoad_CAM003,in,649,16,103,9,7,1,0,51
05/09/2019 17:00,05/09/2019,17:00:00,S16_PerneRoad_CAM003,out,592,37,35,12,10,4,0,47
05/09/2019 18:00,05/09/2019,18:00:00,S16_PerneRoad_CAM003,in,609,10,83,10,9,1,0,34
05/09/2019 18:00,05/09/2019,18:00:00,S16_PerneRoad_CAM003,out,615,44,55,3,6,0,0,40
05/09/2019 19:00,05/09/2019,19:00:00,S16_PerneRoad_CAM003,in,506,19,57,9,9,1,1,33
05/09/2019 19:00,05/09/2019,19:00:00,S16_PerneRoad_CAM003,out,528,44,20,10,3,0,0,18
05/09/2019 20:00,05/09/2019,20:00:00,S16_PerneRoad_CAM003,in,367,6,21,10,5,1,0,30
05/09/2019 20:00,05/09/2019,20:00:00,S16_PerneRoad_CAM003,out,430,22,8,8,4,1,0,16
05/09/2019 21:00,05/09/2019,21:00:00,S16_PerneRoad_CAM003,in,230,2,11,9,2,3,0,15
05/09/2019 21:00,05/09/2019,21:00:00,S16_PerneRoad_CAM003,out,277,20,6,6,2,0,0,9
05/09/2019 22:00,05/09/2019,22:00:00,S16_PerneRoad_CAM003,in,179,1,11,4,2,1,0,8
05/09/2019 22:00,05/09/2019,22:00:00,S16_PerneRoad_CAM003,out,195,17,4,5,3,5,0,3
05/09/2019 23:00,05/09/2019,23:00:00,S16_PerneRoad_CAM003,in,85,0,7,1,0,1,0,5
05/09/2019 23:00,05/09/2019,23:00:00,S16_PerneRoad_CAM003,out,88,15,1,0,1,0,0,4
06/09/2019 00:00,06/09/2019,00:00:00,S16_PerneRoad_CAM003,in,51,0,2,0,0,1,0,2
06/09/2019 00:00,06/09/2019,00:00:00,S16_PerneRoad_CAM003,out,40,1,1,0,1,1,0,3
06/09/2019 01:00,06/09/2019,01:00:00,S16_PerneRoad_CAM003,in,25,0,1,1,0,0,0,3
06/09/2019 01:00,06/09/2019,01:00:00,S16_PerneRoad_CAM003,out,31,0,0,1,0,2,0,3
06/09/2019 02:00,06/09/2019,02:00:00,S16_PerneRoad_CAM003,in,13,0,2,0,0,2,1,1
06/09/2019 02:00,06/09/2019,02:00:00,S16_PerneRoad_CAM003,out,14,1,0,0,1,1,0,2
06/09/2019 03:00,06/09/2019,03:00:00,S16_PerneRoad_CAM003,in,18,0,0,1,0,1,0,1
06/09/2019 03:00,06/09/2019,03:00:00,S16_PerneRoad_CAM003,out,16,0,1,2,0,0,0,2
06/09/2019 04:00,06/09/2019,04:00:00,S16_PerneRoad_CAM003,in,20,0,3,1,1,1,0,5
06/09/2019 04:00,06/09/2019,04:00:00,S16_PerneRoad_CAM003,out,28,0,0,0,1,4,0,5
06/09/2019 05:00,06/09/2019,05:00:00,S16_PerneRoad_CAM003,in,61,0,2,2,0,2,2,6
06/09/2019 05:00,06/09/2019,05:00:00,S16_PerneRoad_CAM003,out,84,2,4,0,1,2,0,9
06/09/2019 06:00,06/09/2019,06:00:00,S16_PerneRoad_CAM003,in,171,7,11,7,5,5,2,36
06/09/2019 06:00,06/09/2019,06:00:00,S16_PerneRoad_CAM003,out,254,13,14,3,4,3,0,33
06/09/2019 07:00,06/09/2019,07:00:00,S16_PerneRoad_CAM003,in,387,4,23,2,5,5,1,72
06/09/2019 07:00,06/09/2019,07:00:00,S16_PerneRoad_CAM003,out,634,45,84,2,6,7,1,98
06/09/2019 08:00,06/09/2019,08:00:00,S16_PerneRoad_CAM003,in,514,9,69,8,10,9,4,59
06/09/2019 08:00,06/09/2019,08:00:00,S16_PerneRoad_CAM003,out,702,78,184,14,9,10,3,88
06/09/2019 09:00,06/09/2019,09:00:00,S16_PerneRoad_CAM003,in,574,13,21,3,6,12,2,103
06/09/2019 09:00,06/09/2019,09:00:00,S16_PerneRoad_CAM003,out,502,31,40,7,7,15,4,95
06/09/2019 10:00,06/09/2019,10:00:00,S16_PerneRoad_CAM003,in,529,9,28,3,5,16,3,110
06/09/2019 10:00,06/09/2019,10:00:00,S16_PerneRoad_CAM003,out,494,23,18,8,8,8,1,95
06/09/2019 11:00,06/09/2019,11:00:00,S16_PerneRoad_CAM003,in,575,8,22,2,7,12,4,72
06/09/2019 11:00,06/09/2019,11:00:00,S16_PerneRoad_CAM003,out,569,22,33,4,3,8,1,111
06/09/2019 12:00,06/09/2019,12:00:00,S16_PerneRoad_CAM003,in,590,5,22,6,4,7,1,87
06/09/2019 12:00,06/09/2019,12:00:00,S16_PerneRoad_CAM003,out,642,20,22,14,10,13,0,70
06/09/2019 13:00,06/09/2019,13:00:00,S16_PerneRoad_CAM003,in,610,9,33,8,7,8,0,89
06/09/2019 13:00,06/09/2019,13:00:00,S16_PerneRoad_CAM003,out,602,20,16,8,5,6,2,82
06/09/2019 14:00,06/09/2019,14:00:00,S16_PerneRoad_CAM003,in,534,11,45,11,7,11,2,89
06/09/2019 14:00,06/09/2019,14:00:00,S16_PerneRoad_CAM003,out,639,39,32,7,5,4,1,90
06/09/2019 15:00,06/09/2019,15:00:00,S16_PerneRoad_CAM003,in,603,24,82,8,12,9,0,72
06/09/2019 15:00,06/09/2019,15:00:00,S16_PerneRoad_CAM003,out,671,30,26,6,8,4,0,57
06/09/2019 16:00,06/09/2019,16:00:00,S16_PerneRoad_CAM003,in,577,15,47,9,5,1,0,56
06/09/2019 16:00,06/09/2019,16:00:00,S16_PerneRoad_CAM003,out,584,25,37,9,9,3,0,55
06/09/2019 17:00,06/09/2019,17:00:00,S16_PerneRoad_CAM003,in,660,6,80,7,6,3,1,51
06/09/2019 17:00,06/09/2019,17:00:00,S16_PerneRoad_CAM003,out,673,24,35,8,4,3,0,54
06/09/2019 18:00,06/09/2019,18:00:00,S16_PerneRoad_CAM003,in,571,7,75,9,6,0,0,41
06/09/2019 18:00,06/09/2019,18:00:00,S16_PerneRoad_CAM003,out,590,34,41,6,13,6,1,37
06/09/2019 19:00,06/09/2019,19:00:00,S16_PerneRoad_CAM003,in,514,12,57,8,6,0,0,35
06/09/2019 19:00,06/09/2019,19:00:00,S16_PerneRoad_CAM003,out,583,36,28,10,4,2,1,26
06/09/2019 20:00,06/09/2019,20:00:00,S16_PerneRoad_CAM003,in,397,5,23,8,4,3,0,20
06/09/2019 20:00,06/09/2019,20:00:00,S16_PerneRoad_CAM003,out,416,13,5,8,2,1,0,16
06/09/2019 21:00,06/09/2019,21:00:00,S16_PerneRoad_CAM003,in,246,2,9,7,2,3,2,14
06/09/2019 21:00,06/09/2019,21:00:00,S16_PerneRoad_CAM003,out,265,15,6,10,4,0,0,5
06/09/2019 22:00,06/09/2019,22:00:00,S16_PerneRoad_CAM003,in,191,2,4,4,2,0,0,9
06/09/2019 22:00,06/09/2019,22:00:00,S16_PerneRoad_CAM003,out,230,9,2,0,4,2,1,4
06/09/2019 23:00,06/09/2019,23:00:00,S16_PerneRoad_CAM003,in,132,0,3,2,1,0,0,5
06/09/2019 23:00,06/09/2019,23:00:00,S16_PerneRoad_CAM003,out,162,11,4,0,2,2,0,4
07/09/2019 00:00,07/09/2019,00:00:00,S16_PerneRoad_CAM003,in,76,0,1,0,0,1,0,4
07/09/2019 00:00,07/09/2019,00:00:00,S16_PerneRoad_CAM003,out,60,5,1,2,0,0,0,3
07/09/2019 01:00,07/09/2019,01:00:00,S16_PerneRoad_CAM003,in,35,0,1,2,0,2,1,0
07/09/2019 01:00,07/09/2019,01:00:00,S16_PerneRoad_CAM003,out,40,5,1,0,0,1,0,2
07/09/2019 02:00,07/09/2019,02:00:00,S16_PerneRoad_CAM003,in,23,0,1,2,0,0,1,2
07/09/2019 02:00,07/09/2019,02:00:00,S16_PerneRoad_CAM003,out,29,1,0,0,0,1,0,1
07/09/2019 03:00,07/09/2019,03:00:00,S16_PerneRoad_CAM003,in,14,0,2,0,0,1,0,4
07/09/2019 03:00,07/09/2019,03:00:00,S16_PerneRoad_CAM003,out,33,1,0,0,0,0,0,2
07/09/2019 04:00,07/09/2019,04:00:00,S16_PerneRoad_CAM003,in,35,0,0,0,0,0,0,4
07/09/2019 04:00,07/09/2019,04:00:00,S16_PerneRoad_CAM003,out,22,0,0,0,0,0,0,5
07/09/2019 05:00,07/09/2019,05:00:00,S16_PerneRoad_CAM003,in,47,0,0,0,0,2,1,5
07/09/2019 05:00,07/09/2019,05:00:00,S16_PerneRoad_CAM003,out,52,2,1,0,1,0,0,4
07/09/2019 06:00,07/09/2019,06:00:00,S16_PerneRoad_CAM003,in,88,1,10,2,1,2,1,12
07/09/2019 06:00,07/09/2019,06:00:00,S16_PerneRoad_CAM003,out,118,9,13,2,5,5,1,15
07/09/2019 07:00,07/09/2019,07:00:00,S16_PerneRoad_CAM003,in,264,9,13,1,3,2,1,15
07/09/2019 07:00,07/09/2019,07:00:00,S16_PerneRoad_CAM003,out,224,18,8,4,9,4,2,29
07/09/2019 08:00,07/09/2019,08:00:00,S16_PerneRoad_CAM003,in,408,4,37,2,3,3,0,40
07/09/2019 08:00,07/09/2019,08:00:00,S16_PerneRoad_CAM003,out,318,11,10,2,5,4,0,26
07/09/2019 09:00,07/09/2019,09:00:00,S16_PerneRoad_CAM003,in,533,10,24,6,2,4,1,51
07/09/2019 09:00,07/09/2019,09:00:00,S16_PerneRoad_CAM003,out,540,20,22,1,4,2,1,41
07/09/2019 10:00,07/09/2019,10:00:00,S16_PerneRoad_CAM003,in,663,8,24,2,4,2,0,40
07/09/2019 10:00,07/09/2019,10:00:00,S16_PerneRoad_CAM003,out,650,20,22,5,4,2,1,40
07/09/2019 11:00,07/09/2019,11:00:00,S16_PerneRoad_CAM003,in,619,12,22,1,3,1,0,44
07/09/2019 11:00,07/09/2019,11:00:00,S16_PerneRoad_CAM003,out,683,16,17,4,6,4,0,47
07/09/2019 12:00,07/09/2019,12:00:00,S16_PerneRoad_CAM003,in,663,7,28,3,3,1,0,48
07/09/2019 12:00,07/09/2019,12:00:00,S16_PerneRoad_CAM003,out,680,27,33,4,4,1,0,52
07/09/2019 13:00,07/09/2019,13:00:00,S16_PerneRoad_CAM003,in,635,15,26,5,6,4,0,32
07/09/2019 13:00,07/09/2019,13:00:00,S16_PerneRoad_CAM003,out,658,19,18,7,7,1,2,49
07/09/2019 14:00,07/09/2019,14:00:00,S16_PerneRoad_CAM003,in,612,6,23,6,6,1,0,39
07/09/2019 14:00,07/09/2019,14:00:00,S16_PerneRoad_CAM003,out,691,17,18,4,7,0,1,29
07/09/2019 15:00,07/09/2019,15:00:00,S16_PerneRoad_CAM003,in,557,4,30,5,5,0,0,23
07/09/2019 15:00,07/09/2019,15:00:00,S16_PerneRoad_CAM003,out,662,26,27,5,5,1,0,41
07/09/2019 16:00,07/09/2019,16:00:00,S16_PerneRoad_CAM003,in,531,4,26,9,4,1,0,22
07/09/2019 16:00,07/09/2019,16:00:00,S16_PerneRoad_CAM003,out,697,16,34,6,5,3,0,36
07/09/2019 17:00,07/09/2019,17:00:00,S16_PerneRoad_CAM003,in,495,8,28,6,5,0,0,28
07/09/2019 17:00,07/09/2019,17:00:00,S16_PerneRoad_CAM003,out,760,29,24,9,6,0,0,36
07/09/2019 18:00,07/09/2019,18:00:00,S16_PerneRoad_CAM003,in,399,12,24,7,10,0,0,22
07/09/2019 18:00,07/09/2019,18:00:00,S16_PerneRoad_CAM003,out,587,31,29,1,5,2,0,18
07/09/2019 19:00,07/09/2019,19:00:00,S16_PerneRoad_CAM003,in,410,15,27,8,6,0,0,17
07/09/2019 19:00,07/09/2019,19:00:00,S16_PerneRoad_CAM003,out,444,41,15,9,2,1,0,24
07/09/2019 20:00,07/09/2019,20:00:00,S16_PerneRoad_CAM003,in,351,2,14,9,4,0,0,14
07/09/2019 20:00,07/09/2019,20:00:00,S16_PerneRoad_CAM003,out,344,19,3,7,4,0,0,10
07/09/2019 21:00,07/09/2019,21:00:00,S16_PerneRoad_CAM003,in,191,2,7,2,2,1,0,12
07/09/2019 21:00,07/09/2019,21:00:00,S16_PerneRoad_CAM003,out,249,13,6,5,4,0,0,3
07/09/2019 22:00,07/09/2019,22:00:00,S16_PerneRoad_CAM003,in,162,2,4,6,2,2,0,9
07/09/2019 22:00,07/09/2019,22:00:00,S16_PerneRoad_CAM003,out,186,13,7,3,2,0,0,4
07/09/2019 23:00,07/09/2019,23:00:00,S16_PerneRoad_CAM003,in,103,2,6,2,1,0,0,4
07/09/2019 23:00,07/09/2019,23:00:00,S16_PerneRoad_CAM003,out,137,18,0,3,1,0,0,2
08/09/2019 00:00,08/09/2019,00:00:00,S16_PerneRoad_CAM003,in,68,0,3,0,0,0,0,1
08/09/2019 00:00,08/09/2019,00:00:00,S16_PerneRoad_CAM003,out,100,3,1,0,0,1,0,4
08/09/2019 01:00,08/09/2019,01:00:00,S16_PerneRoad_CAM003,in,53,0,3,1,0,2,0,0
08/09/2019 01:00,08/09/2019,01:00:00,S16_PerneRoad_CAM003,out,46,4,0,0,0,0,0,2
08/09/2019 02:00,08/09/2019,02:00:00,S16_PerneRoad_CAM003,in,34,0,1,0,0,0,0,2
08/09/2019 02:00,08/09/2019,02:00:00,S16_PerneRoad_CAM003,out,38,2,0,0,0,0,0,0
08/09/2019 03:00,08/09/2019,03:00:00,S16_PerneRoad_CAM003,in,14,0,1,0,0,0,0,1
08/09/2019 03:00,08/09/2019,03:00:00,S16_PerneRoad_CAM003,out,30,2,1,0,0,0,0,0
08/09/2019 04:00,08/09/2019,04:00:00,S16_PerneRoad_CAM003,in,18,0,1,0,0,0,0,2
08/09/2019 04:00,08/09/2019,04:00:00,S16_PerneRoad_CAM003,out,27,3,0,0,0,0,0,0
08/09/2019 05:00,08/09/2019,05:00:00,S16_PerneRoad_CAM003,in,27,0,2,1,0,2,0,0
08/09/2019 05:00,08/09/2019,05:00:00,S16_PerneRoad_CAM003,out,38,1,0,0,0,0,0,3
08/09/2019 06:00,08/09/2019,06:00:00,S16_PerneRoad_CAM003,in,47,0,6,2,0,0,3,7
08/09/2019 06:00,08/09/2019,06:00:00,S16_PerneRoad_CAM003,out,92,15,4,1,1,0,1,4
08/09/2019 07:00,08/09/2019,07:00:00,S16_PerneRoad_CAM003,in,139,4,9,1,2,0,0,16
08/09/2019 07:00,08/09/2019,07:00:00,S16_PerneRoad_CAM003,out,144,10,7,2,1,0,2,6
08/09/2019 08:00,08/09/2019,08:00:00,S16_PerneRoad_CAM003,in,184,2,14,1,0,2,0,13
08/09/2019 08:00,08/09/2019,08:00:00,S16_PerneRoad_CAM003,out,170,7,17,2,1,0,0,16
08/09/2019 09:00,08/09/2019,09:00:00,S16_PerneRoad_CAM003,in,393,14,13,1,3,1,0,25
08/09/2019 09:00,08/09/2019,09:00:00,S16_PerneRoad_CAM003,out,292,14,5,1,3,1,1,17
08/09/2019 10:00,08/09/2019,10:00:00,S16_PerneRoad_CAM003,in,646,17,33,4,2,1,0,22
08/09/2019 10:00,08/09/2019,10:00:00,S16_PerneRoad_CAM003,out,506,14,10,3,1,1,0,31
08/09/2019 11:00,08/09/2019,11:00:00,S16_PerneRoad_CAM003,in,643,5,36,2,4,3,1,37
08/09/2019 11:00,08/09/2019,11:00:00,S16_PerneRoad_CAM003,out,653,27,22,3,3,4,0,35
08/09/2019 12:00,08/09/2019,12:00:00,S16_PerneRoad_CAM003,in,635,17,24,2,5,1,1,38
08/09/2019 12:00,08/09/2019,12:00:00,S16_PerneRoad_CAM003,out,710,40,11,7,6,0,1,28
08/09/2019 13:00,08/09/2019,13:00:00,S16_PerneRoad_CAM003,in,623,10,29,5,3,0,0,28
08/09/2019 13:00,08/09/2019,13:00:00,S16_PerneRoad_CAM003,out,702,22,21,13,5,0,0,30
08/09/2019 14:00,08/09/2019,14:00:00,S16_PerneRoad_CAM003,in,581,12,37,13,5,2,0,31
08/09/2019 14:00,08/09/2019,14:00:00,S16_PerneRoad_CAM003,out,677,17,33,16,8,0,1,24
08/09/2019 15:00,08/09/2019,15:00:00,S16_PerneRoad_CAM003,in,535,8,19,3,5,0,0,21
08/09/2019 15:00,08/09/2019,15:00:00,S16_PerneRoad_CAM003,out,636,29,51,4,6,0,0,26
08/09/2019 16:00,08/09/2019,16:00:00,S16_PerneRoad_CAM003,in,407,6,22,5,4,0,0,29
08/09/2019 16:00,08/09/2019,16:00:00,S16_PerneRoad_CAM003,out,667,19,23,6,4,1,2,34
08/09/2019 17:00,08/09/2019,17:00:00,S16_PerneRoad_CAM003,in,394,2,27,5,2,0,0,19
08/09/2019 17:00,08/09/2019,17:00:00,S16_PerneRoad_CAM003,out,488,18,27,12,4,0,0,11
08/09/2019 18:00,08/09/2019,18:00:00,S16_PerneRoad_CAM003,in,350,7,28,7,4,0,0,19
08/09/2019 18:00,08/09/2019,18:00:00,S16_PerneRoad_CAM003,out,483,23,28,8,1,3,0,22
08/09/2019 19:00,08/09/2019,19:00:00,S16_PerneRoad_CAM003,in,359,6,24,5,3,0,0,19
08/09/2019 19:00,08/09/2019,19:00:00,S16_PerneRoad_CAM003,out,360,34,9,6,1,2,0,26
08/09/2019 20:00,08/09/2019,20:00:00,S16_PerneRoad_CAM003,in,287,4,13,7,2,2,1,12
08/09/2019 20:00,08/09/2019,20:00:00,S16_PerneRoad_CAM003,out,273,20,6,14,1,0,0,4
08/09/2019 21:00,08/09/2019,21:00:00,S16_PerneRoad_CAM003,in,204,3,9,6,0,0,0,6
08/09/2019 21:00,08/09/2019,21:00:00,S16_PerneRoad_CAM003,out,200,13,1,9,0,0,0,4
08/09/2019 22:00,08/09/2019,22:00:00,S16_PerneRoad_CAM003,in,99,1,4,1,0,1,0,3
08/09/2019 22:00,08/09/2019,22:00:00,S16_PerneRoad_CAM003,out,144,17,1,4,0,1,0,3
08/09/2019 23:00,08/09/2019,23:00:00,S16_PerneRoad_CAM003,in,64,0,4,4,0,0,0,7
08/09/2019 23:00,08/09/2019,23:00:00,S16_PerneRoad_CAM003,out,69,4,0,0,0,0,0,1
09/09/2019 00:00,09/09/2019,00:00:00,S16_PerneRoad_CAM003,in,24,0,1,3,0,0,0,2
09/09/2019 00:00,09/09/2019,00:00:00,S16_PerneRoad_CAM003,out,23,3,0,0,0,0,0,2
09/09/2019 01:00,09/09/2019,01:00:00,S16_PerneRoad_CAM003,in,24,1,0,0,0,1,0,5
09/09/2019 01:00,09/09/2019,01:00:00,S16_PerneRoad_CAM003,out,20,1,1,0,0,1,0,1
09/09/2019 02:00,09/09/2019,02:00:00,S16_PerneRoad_CAM003,in,14,0,0,0,0,0,0,0
09/09/2019 02:00,09/09/2019,02:00:00,S16_PerneRoad_CAM003,out,9,1,0,0,0,0,0,2
09/09/2019 03:00,09/09/2019,03:00:00,S16_PerneRoad_CAM003,in,9,0,1,0,0,0,0,1
09/09/2019 03:00,09/09/2019,03:00:00,S16_PerneRoad_CAM003,out,9,1,2,0,0,0,0,1
